Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,34.6%,79.76%,33.39%
,ebitda margin growth,15.88%,11.53%,32.82%,31.1%
,net income growth,35.14%,20.71%,1%,30%
,revenue growth,13.03%,-0.17%,-7%,11%
,roce,22.7%,7.17%,4.96%,17.47%
,roe,35.04%,8.06%,12.43%,-31.1%
