Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-179.7%,-145.54%,-148.1%
,ebitda margin growth,-27.91%,-29.78%,-26.87%,-35.12%
,net income growth,-38.31%,-11.04%,31%,7%
,revenue growth,-18.58%,15.45%,5%,14%
,roce,-42.89%,-36.39%,-38.2%,13.86%
,roe,-38.31%,-19.63%,12.55%,-20.12%
