Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,53.88%,40.76%,6.55%
,ebitda margin growth,-15.6%,0.94%,-6.25%,-23.64%
,net income growth,-49.98%,-36.43%,-15%,-4%
,revenue growth,-0.32%,8.03%,12%,8%
,roce,-35.48%,-23.09%,-14.53%,19.45%
,roe,-49.97%,-47.35%,47.21%,-82.17%
