Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-14.51%,-5.62%,15.45%
,ebitda margin growth,13.3%,20.8%,44.28%,302.4%
,net income growth,10.07%,36.03%,47%,74%
,revenue growth,10.25%,3.6%,4%,23%
,roce,13.19%,0%,6.92%,16.06%
,roe,10.07%,7.74%,14.69%,658.85%
