Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,21.35%,-3.21%,171.85%
,ebitda margin growth,19.42%,-3.46%,-5.32%,2.34%
,net income growth,20.79%,-4.63%,10%,10%
,revenue growth,23.72%,2.98%,4%,12%
,roce,23.32%,-14.65%,-24.21%,24.84%
,roe,20.81%,-15.12%,19.06%,-23.1%
