Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,929,955,974,1002,1086,1050,1000,1078,1197,1186,1182,1311
Expenses,787,805,817,841,869,864,818,876,961,983,958,1055
Operating Profit,142,149,156,161,217,186,182,202,236,202,224,256
OPM %,15,16,16,16,20,18,18,19,20,17,19,20
Other Income,-64,153,-40,5120,35,9,5,29,28,0,37,-77
Interest,30,25,30,29,31,31,32,31,31,31,30,31
Depreciation,54,57,58,60,62,62,64,63,66,68,67,69
Profit before tax,-7,220,28,5191,159,102,91,136,167,103,163,78
Tax %,120,5,108,1,33,37,6,31,27,43,6,62
Net Profit,-15,209,-2,5152,106,64,86,94,121,59,154,29
EPS in Rs,-0.62,3.59,-0.48,103,1.94,1.14,1.58,1.65,2.12,1.01,2.71,0.31
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,6721,7963,8652,8608,10253,2994,3699,4138,4643,4876,,
Expenses,6089,6886,7187,7506,8720,2547,3124,3383,3769,3958,,
Operating Profit,632,1077,1465,1103,1533,447,575,756,875,918,,
OPM %,9,14,17,13,15,15,16,18,19,19,,
Other Income,177,-155,-158,53,51,353,32,5168,91,-13,,
Interest,204,205,391,334,307,96,119,133,132,123,,
Depreciation,298,306,586,618,641,192,220,249,264,270,,
Profit before tax,308,410,330,205,637,511,268,5542,570,511,,
Tax %,8,10,5,13,6,7,21,2,25,—,,
Net Profit,282,367,315,178,601,475,212,5408,427,363,,
EPS in Rs,5.32,6.59,5.54,2.96,10.53,8.51,2.59,107.66,7.49,6.15,,
Dividend Payout %,0,0,0,0,0,0,4637,5,40,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,403,505,505,497,497,500,500,500,500,518,,
Reserves,1472,2327,2709,2775,2875,3080,3574,3686,2554,3683,,
Borrowings,2758,2352,2788,5605,4804,5282,6075,1758,2392,2594,,
Other Liabilities,2171,2296,2926,3528,3444,3661,4687,12039,1154,1280,,
Total Liabilities,6804,7479,8928,12405,11620,12521,14836,17983,6600,8076,,
Fixed Assets,3520,3738,4289,7124,6749,7009,9052,3175,3920,4242,,
CWIP,290,402,550,736,934,998,279,170,293,420,,
Investments,32,38,22,34,63,45,80,17,245,1167,,
Other Assets,2962,3302,4067,4511,3874,4470,5425,14620,2142,2248,,
Total Assets,6804,7479,8928,12405,11620,12521,14836,17983,6600,8076,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,361,537,601,1223,1569,1314,1834,158,425,656,,
Cash from Investing Activity,-1136,-522,-702,-658,-333,-563,-951,-878,6015,-288,,
Cash from Financing Activity,654,46,134,-675,-1116,-686,-817,1053,-6358,-304,,
Net Cash Flow,-122,61,33,-110,120,65,66,332,82,63,,
Free Cash Flow,-565,23,64,715,1183,770,995,-601,70,179,,
CFO/OP,116,93,61,88,143,89,424,40,71,93,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,79,84,93,100,86,72,285,23,23,24,,
Inventory Days,102,111,110,138,122,129,612,44,36,32,,
Days Payable,151,150,153,303,290,267,1400,183,166,168,,
Cash Conversion Cycle,30,45,50,-65,-83,-66,-503,-116,-107,-112,,
Working Capital Days,6,59,28,8,5,5,-21,272,-32,-28,,
ROCE %,1,7,13,12,6,10,3,4,11,12,,
