Item,Date,Document
,2026-09-09,[Communication Regarding Remittance Of Final Dividend For The FY 2025-26](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=00964635-ca0b-4612-84a4-44fa2690c86e.pdf)
,2026-09-08,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=836b0eed-9c97-4363-95f9-21d0e9d6bd4d.pdf)
,2026-09-08,[Announcement under Regulation 30 (LODR)-Press Release / Media Release](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=26aea004-257c-4a71-980b-b9892e372008.pdf)
,2026-08-31,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9c57fef6-4235-4063-b33a-a4479d5cd35b.pdf)
,2026-08-28,[Communication Regarding Remittance Of Final Dividend For The FY 2025-26](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=870bf080-ecb5-491e-a5d7-d963533959a2.pdf)
,2026-08-26,[Revised Disclosures under Reg. 29(2) of SEBI (SAST) Regulations 2011](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=B282515F_9212_4278_A84F_870110833B39_145127.pdf)
,2026-08-25,[Company Statement](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dae93049-d1c1-491f-addf-24722e9c8b7b.pdf)
,2026-08-18,[Company Statement](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=66657020-ac6e-459e-8527-d692d969edcf.pdf)
,2026-08-11,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e3b7487c-0a30-4bc8-a08a-eee529c650e9.pdf)
,2026-08-08,[Shareholder Meeting / Postal Ballot-Scrutinizers Report](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fea4fde3-ed0e-4cfa-9923-9e07fe80597e.pdf)
,Date,Document
,---,---
,2026-08-11,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=22f6a57c-f160-4859-9738-7a2c5e85d707.pdf)
,2026-05-14,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6697876b-b9de-4a2f-aad9-1b7918f96bad.pdf)
,2026-02-17,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=405a8c62-a9a3-4d2d-877d-e7d9beb38799.pdf)
,Date,Document
,---,---
,2026-08-06,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1a0caa23-9d2d-44a3-a304-f7d0c7d81aa3.pdf)
,2026-05-08,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=19b6dcc7-0a98-42db-9cec-765a1054ac34.pdf)
,2026-02-13,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b2c50b86-6cd0-4707-98eb-202a7ea72e16.pdf)
,2025-11-12,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=efa611b7-1ebd-4f22-ad38-405b2a9a10f4.pdf)
,2025-08-08,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=15c7c3c0-2053-4747-8e2d-1c15adba4a81.pdf)
,Date,Document
,---,---
,2026-08-06,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6895e1e1-212a-457e-bc40-d3758dcf17bb.pdf)
,2026-06-01,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=13cb4b2b-18c3-4c8c-bd02-2f41dbd6eb34.pdf)
,2026-05-08,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3cd77dab-72a2-4ccd-b4c1-ebcc8bb63d60.pdf)
,2026-02-25,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3ee51ce5-7b92-4aea-82de-9ccc0e3d0818.pdf)
,2026-02-13,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=da900c6c-2204-4fe1-9b32-e56558e00b7f.pdf)
,2025-12-09,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2ff782cb-ade9-4f58-910a-f6fcdc89cc55.pdf)
,2025-12-06,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2c6f003d-2a2f-4c28-89fa-fe83b1e31f46.pdf)
,2025-11-12,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a2a272c9-3495-4e33-81c5-a3d9ec77cfc2.pdf)
,2025-08-08,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9d463313-de41-416f-8dc6-428934f9a499.pdf)
,Date,Document
,---,---
,2026-08-05,[Outcome Of Board Meeting-Financial Results](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=48f1f755-3624-416a-a97b-73ab08c8321d.pdf)
,2026-05-07,[Outcome Of Board Meeting-Financial Results](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=31ac1d69-2af2-4410-b744-07703d830770.pdf)
,2026-02-12,[Outcome Of Board Meeting-Financial Results](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=915aa19c-1c8c-47f8-8297-e7b7b8c8984f.pdf)
,2025-11-11,[Financial Results For Quarter And Half Year Ended 30 September 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ec5d9533-ca7c-4d8b-ba32-3c7c3d36a849.pdf)
,2025-08-07,[Financial Results For The Quarter Ended June 30 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7be3f098-c01e-461e-af89-23b9691f2341.pdf)
,Date,Document
,---,---
,Nov 2025,[Concall - Nov 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/a2a272c9-3495-4e33-81c5-a3d9ec77cfc2.pdf)
,Nov 2025,[Concall - Nov 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/a4b4bb9f-bbd1-4594-855d-bda8bbe3984b.pdf)
,May 2026,[Concall - May 2026](https://www.bseindia.com/xml-data/corpfiling/AttachLive/6697876b-b9de-4a2f-aad9-1b7918f96bad.pdf)
,May 2026,[Concall - May 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/3cd77dab-72a2-4ccd-b4c1-ebcc8bb63d60.pdf)
,Jun 2026,[Concall - Jun 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/6697876b-b9de-4a2f-aad9-1b7918f96bad.pdf)
,Jan 2026,[Concall - Jan 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/303452a6-6035-4dc6-9e0f-5c9b5a0c31ad.pdf)
,Feb 2026,[Concall - Feb 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/da900c6c-2204-4fe1-9b32-e56558e00b7f.pdf)
,Feb 2026,[Concall - Feb 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/405a8c62-a9a3-4d2d-877d-e7d9beb38799.pdf)
,Dec 2025,[Concall - Dec 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7bec0c0b-8e39-4087-b794-710c26772ed1.pdf)
,Dec 2025,[Concall - Dec 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d83ed212-a423-478e-baca-d9c9f220ebff.pdf)
,Date,Document
,---,---
