Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Revenue,4087,4622,4348,4359,4421,4619,4674,4877,4961,5127,4934,5041
Expenses,2760,3258,2811,2867,3173,3372,3320,3439,3742,3785,3625,3537
Financing Profit,722,668,813,725,461,419,559,625,459,557,596,759
Financing Margin %,18,14,19,17,10,9,12,13,9,11,12,15
Other Income,134,120,127,124,135,148,158,158,176,226,253,165
Interest,605,695,724,767,788,829,795,813,760,785,714,745
Depreciation,47,51,52,49,50,49,-2,35,35,34,32,31
Profit before tax,809,738,888,799,545,518,719,748,600,749,816,893
Tax %,26,26,25,26,26,26,26,26,26,26,25,26
Net Profit,603,549,662,594,404,383,534,556,445,557,609,664
EPS in Rs,6.37,5.78,6.97,6.25,4.25,4.03,5.61,5.84,4.67,5.85,6.4,6.98
Gross NPA %,2.43,2.64,2.76,3.06,3.27,3.24,3.08,3.07,2.85,2.86,2.41,2.04
Net NPA %,0.89,0.96,0.99,1.11,1.19,1.18,1.46,1.42,1.29,1.28,1.04,0.83
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Revenue,5195,7017,9281,9301,10679,13670,16986,18074,19901,20063,,
Expenses,3715,4887,6618,7223,7953,9444,11460,12731,14587,14689,,
Financing Profit,769,1121,1362,1034,1699,2579,2931,2164,2243,2371,,
Financing Margin %,15,16,15,11,16,19,17,12,11,12,,
Other Income,175,270,471,413,622,615,498,563,806,819,,
Interest,712,1009,1301,1043,1027,1648,2595,3178,3072,3003,,
Depreciation,24,55,104,123,149,164,197,147,136,132,,
Profit before tax,919,1335,1730,1324,2172,3031,3232,2581,2913,3058,,
Tax %,35,35,28,26,26,25,25,26,26,—,,
Net Profit,601,865,1245,985,1616,2258,2408,1916,2167,2275,,
EPS in Rs,7.66,10.33,13.26,10.47,17.14,23.87,25.32,20.14,22.77,23.9,,
Dividend Payout %,0,10,8,0,15,10,10,12,11,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,785,785,837,939,941,943,946,951,951,952,,
Reserves,664,1568,2751,4402,5362,6810,8884,11133,12830,14774,,
Borrowing,8268,11413,13549,17573,17895,22982,31110,39891,44947,44064,,
Other Liabilities,1048,1920,3009,2393,2816,3913,4606,6196,6817,6539,,
Total Liabilities,10765,15686,20146,25307,27013,34648,45546,58171,65546,66328,,
Fixed Assets,24,242,196,311,308,439,551,542,320,219,,
CWIP,0,35,20,24,10,14,23,22,10,12,,
Investments,0,0,1,1,958,1297,2140,3519,6235,6374,,
Other Assets,10741,15409,19928,24971,25737,32898,42832,54088,58980,59723,,
Total Assets,10765,15686,20146,25307,27013,34648,45546,58171,65546,66328,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,-2235,-2891,-2327,-4063,692,-4391,-6671,-5653,-2140,493,,
Cash from Investing Activity,-1,128,-76,-77,-997,-538,-921,-1255,-2491,245,,
Cash from Financing Activity,2244,2953,2824,3923,432,5045,7824,8401,4687,-1172,,
Net Cash Flow,9,190,422,-218,127,115,232,1492,55,-434,,
Free Cash Flow,-2236,-2931,-2423,-4141,635,-4491,-6764,-5728,-2196,459,,
CFO/OP,-193,-178,-87,-127,57,-147,-140,-85,-26,24,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
ROE %,29,32,29,28,17,23,26,22,15,15,,
