Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1680,1677,1759,1732,1752,1822,1929,1901,1966,2122,2290,2229
Expenses,1438,1459,1487,1480,1463,1535,1584,1611,1625,1833,1951,1981
Operating Profit,242,218,271,252,289,287,345,290,341,289,339,248
OPM %,14,13,15,15,17,16,18,15,17,14,15,11
Other Income,19,49,-151,410,8,-10,9,12,4,-19,10,20
Interest,66,71,73,71,61,56,53,49,50,56,56,54
Depreciation,97,95,101,91,91,91,95,98,105,121,117,127
Profit before tax,98,101,-54,500,144,130,206,154,190,93,176,86
Tax %,37,34,15,4,29,23,27,34,37,40,32,35
Net Profit,62,66,-62,482,102,101,151,102,120,56,119,56
EPS in Rs,3.92,4.19,-3.68,30.26,6.45,6.33,9.64,6.46,7.55,3.51,7.5,3.55
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,7518,9111,5976,6099,6130,6282,6703,7234,8280,8608,,
Expenses,5995,7367,4428,4695,4980,5503,5802,6061,7020,7390,,
Operating Profit,1522,1744,1548,1403,1150,779,901,1173,1260,1218,,
OPM %,20,19,26,23,19,12,13,16,15,14,,
Other Income,36,-249,225,263,8,-9,-76,416,7,15,,
Interest,284,220,200,184,145,188,272,240,212,217,,
Depreciation,415,371,340,349,382,554,382,369,440,470,,
Profit before tax,859,904,1233,1133,630,28,170,981,614,546,,
Tax %,26,36,27,26,34,333,57,15,35,—,,
Net Profit,634,577,898,836,413,-65,73,836,398,351,,
EPS in Rs,40.35,36.06,56.39,52.47,25.98,-3.83,4.84,52.69,25.02,22.11,,
Dividend Payout %,7,12,9,10,19,-130,102,9,20,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,16,16,16,16,16,16,16,16,16,16,,
Reserves,3420,4071,4793,5588,4726,5303,5383,5418,6239,7077,,
Borrowings,4045,3469,4840,4808,2830,3192,3677,3664,2731,3615,,
Other Liabilities,1417,1902,1670,1898,1192,1319,1853,2240,3598,4564,,
Total Liabilities,8899,9457,11319,12310,8763,9830,10929,11338,12584,15272,,
Fixed Assets,5107,5401,5648,6340,4609,4871,5183,5091,5176,6966,,
CWIP,684,671,901,768,897,1090,1562,2103,3630,4040,,
Investments,103,124,115,69,241,239,256,42,44,61,,
Other Assets,3006,3262,4654,5133,3017,3631,3928,4101,3735,4205,,
Total Assets,8899,9457,11319,12310,8763,9830,10929,11338,12584,15272,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,1268,1303,1122,1543,1784,838,661,971,1072,1227,,
Cash from Investing Activity,-465,-614,-1018,-267,-727,-323,-474,-596,512,-1143,,
Cash from Financing Activity,-686,-901,657,-1050,-1709,-33,-157,-432,-1453,95,,
Net Cash Flow,117,-212,761,225,-652,482,30,-58,132,179,,
Free Cash Flow,806,819,473,975,1270,241,-135,83,-38,-120,,
CFO/OP,104,103,84,116,155,90,111,131,112,114,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,63,55,51,79,49,55,56,50,45,47,,
Inventory Days,223,177,147,463,268,308,268,220,178,170,,
Days Payable,137,145,106,273,124,139,160,146,158,170,,
Cash Conversion Cycle,149,87,92,268,194,224,165,124,65,47,,
Working Capital Days,50,45,45,62,74,56,57,56,16,13,,
ROCE %,15,15,16,15,12,10,3,7,10,9,,
