Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,242.24%,—,458.77%
,ebitda margin growth,-40.25%,20.93%,184.03%,25.28%
,net income growth,-138.91%,-165.76%,8%,53%
,revenue growth,-3.54%,25.04%,0%,13%
,roce,-59.26%,588.12%,—,10.95%
,roe,-138.9%,-152.79%,-24.51%,-113.05%
