Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,22.9%,53.27%,52.31%
,ebitda margin growth,-25.79%,-2.1%,21.91%,18.5%
,net income growth,-35.17%,34.58%,62%,39%
,revenue growth,-15.91%,10.72%,12%,24%
,roce,-27.16%,-1.87%,81.15%,17.3%
,roe,-35.16%,22.75%,3.27%,-93.88%
