Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,53.59%,53.59%,53.7%,53.56%,53.42%,49.37%,49.37%,43.72%,43.6%,43.41%,43.41%,43.37%
FIIs,8.96%,10.77%,11.02%,11.07%,10.68%,10.29%,10.45%,13.02%,11.46%,10.59%,9.74%,9.95%
DIIs,12.62%,5.55%,10.94%,9.9%,9.8%,16.22%,16.38%,18.1%,18.83%,22.66%,24.48%,23.89%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,19.58%,18.49%,18.96%,20.64%,21.09%,19.55%,19.45%,20.09%,21.17%,18.66%,18.03%,17.91%
Others,5.24%,11.6%,5.37%,4.85%,5.01%,4.57%,4.35%,5.08%,4.94%,4.68%,4.34%,4.88%
No. of Shareholders,14930,17837,20678,35492,103595,121472,158667,218384,255336,226944,223484,220368
