Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-27.08%,18.53%,86.52%
,ebitda margin growth,-31.89%,-12.67%,-2.9%,114.61%
,net income growth,-43.64%,-20.64%,27%,80%
,revenue growth,8.85%,9.29%,18%,17%
,roce,—,-29.69%,-25.15%,28.12%
,roe,—,-42.43%,44.4%,-64.1%
