Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,69.57%,57.3%,-49.92%
,ebitda margin growth,6.73%,2.66%,2.95%,5.86%
,net income growth,14.3%,6.16%,19%,32%
,revenue growth,7.48%,15.13%,16%,23%
,roce,6.24%,3.29%,3.38%,10.39%
,roe,14.29%,-9.05%,15.58%,46.24%
