Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,4.21%,45.95%,—
,ebitda margin growth,19.62%,-25.66%,-12.98%,123.39%
,net income growth,-23.23%,-27.16%,27%,28%
,revenue growth,-2.75%,-8.53%,15%,15%
,roce,28.13%,-46.02%,-43.01%,19.51%
,roe,-23.23%,-39.85%,21.11%,272.93%
