Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,57.49%,57.49%,57.54%,57.54%,57.51%,57.43%,57.43%,57.42%,55.5%,55.5%,55.52%,55.47%
FIIs,10.72%,10.91%,11.09%,11.16%,10.71%,10.28%,9.95%,9.33%,9.57%,10.34%,11.41%,10.81%
DIIs,22.49%,22.26%,23.96%,23.61%,23.97%,24.8%,24.93%,25.55%,27.66%,27.06%,26.13%,26.52%
Government,0.03%,0.03%,0.03%,0.03%,0.14%,0.14%,0.14%,0.14%,0.14%,0.13%,0.13%,0.14%
Public,6.45%,6.4%,6.38%,6.67%,6.67%,6.37%,6.45%,6.54%,6.07%,5.83%,5.58%,5.79%
Others,2.81%,2.9%,1%,1%,1%,0.98%,1.11%,1.02%,1.06%,1.13%,1.23%,1.27%
No. of Shareholders,3029120,3047680,3150350,3613130,3791510,3719910,3826550,3754460,3618550,3567460,3763430,3898370
