Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,103.69%,525.83%,-51.65%
,ebitda margin growth,50.54%,-6.44%,-2.45%,-26.01%
,net income growth,63.2%,-6.56%,2%,24%
,revenue growth,33.67%,3.73%,7%,17%
,roce,70.3%,-2.23%,3.03%,12.82%
,roe,63.23%,-9.78%,9.69%,-1.72%
