Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,32986,34698,32756,34738,33889,36835,36440,35311,35537,35173,35577,41198
Expenses,29405,30490,28908,29948,29952,33665,32914,31642,32077,32246,34123,34100
Operating Profit,3580,4208,3849,4790,3937,3169,3526,3669,3460,2927,1453,7098
OPM %,11,12,12,14,12,9,10,10,10,8,4.1,17
Other Income,595,915,651,685,643,3211,674,566,516,683,1250,475
Interest,200,176,159,209,188,169,174,213,234,254,263,319
Depreciation,837,872,1241,1152,922,939,786,993,1177,1192,474,987
Profit before tax,3138,4075,3099,4114,3470,5272,3240,3029,2565,2165,1966,6268
Tax %,22,22,20,23,22,23,23,21,22,20,25,25
Net Profit,2442,3193,2474,3183,2690,4084,2506,2382,1989,1729,1481,4671
EPS in Rs,3.72,4.86,3.75,4.84,4.1,6.21,3.79,3.6,3,2.67,2.26,7.1
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,54496,76190,72518,57372,92770,145668,133228,141902,141598,147485,,
Expenses,46695,66252,63495,50127,77608,138168,118914,126489,130096,132546,,
Operating Profit,7802,9938,9022,7245,15161,7500,14314,15412,11502,14939,,
OPM %,14,13,12,13,16,5,11,11,8,10,,
Other Income,948,1719,3796,2833,2925,2822,2672,5223,3023,2924,,
Interest,295,159,309,179,202,365,719,740,964,1070,,
Depreciation,1527,1667,2080,2174,2420,2702,3672,3799,3835,3829,,
Profit before tax,6928,9831,10429,7725,15464,7256,12595,16096,9725,12964,,
Tax %,31,33,9,20,20,23,21,23,22,—,,
Net Profit,4805,6553,9515,6143,12304,5596,9903,12463,7582,9870,,
EPS in Rs,7.09,9.68,13.93,9.21,18.4,8.54,15.06,18.93,11.53,15.03,,
Dividend Payout %,43,25,31,36,36,59,37,40,48,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,1691,2255,2255,4510,4440,4440,6575,6575,6575,6575,,
Reserves,37614,39424,43749,44758,48742,59674,58352,70422,78422,82474,,
Borrowings,6553,3876,2224,6912,7873,9216,17816,21794,21595,24831,,
Other Liabilities,12433,15798,20199,18754,19975,23254,25062,25944,26583,26688,,
Total Liabilities,58291,61353,68426,74934,81030,96584,107805,124735,133176,140569,,
Fixed Assets,30092,30480,32700,38230,41160,44572,49697,55188,58836,68667,,
CWIP,4126,5938,9738,11666,13400,15490,16646,23627,27421,24072,,
Investments,10125,10452,10722,9893,13058,16408,17248,21910,22765,26233,,
Other Assets,13948,14482,15267,15145,13413,20114,24214,24010,24155,21597,,
Total Assets,58291,61353,68426,74934,81030,96584,107805,124735,133176,140569,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,6024,8769,7984,8345,8993,9420,3205,12586,15727,11249,,
Cash from Investing Activity,-334,-2660,-5701,-8299,-4640,-5490,-7453,-8226,-6615,-8856,,
Cash from Financing Activity,-5275,-5252,-3364,281,-3471,-3917,2972,-3457,-8941,-2750,,
Net Cash Flow,415,858,-1081,328,882,13,-1276,902,171,-358,,
Free Cash Flow,4029,5370,443,-890,3309,2481,-5548,98,7818,2451,,
CFO/OP,120,130,102,121,142,84,64,111,118,113,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,21,23,21,24,22,29,27,26,27,22,,
Inventory Days,17,17,16,21,25,19,17,20,20,16,,
Days Payable,27,35,24,25,37,28,20,22,24,19,,
Cash Conversion Cycle,11,6,13,20,10,20,23,24,22,19,,
Working Capital Days,-10,-24,-5,-10,-24,-6,-6,-8,-7,-14,,
ROCE %,12,16,22,20,13,23,10,15,14,10,,
