Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,15.55%,12.29%,86.89%
,ebitda margin growth,-5.4%,-7.98%,-7.4%,-5.11%
,net income growth,-5.64%,0.27%,7%,3%
,revenue growth,1.84%,11.19%,11%,9%
,roce,—,-8.73%,-15.06%,17.15%
,roe,—,-9.33%,12.88%,-1.59%
