Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1433,1964,1905,1550,1826,2533,2425,2041,2041,2842,2765,2339
Expenses,1078,1231,1246,1101,1325,1571,1568,1465,1471,1766,1793,1666
Operating Profit,355,732,660,450,501,962,857,576,570,1076,973,673
OPM %,25,37,35,29,27,38,35,28,28,38,35,29
Other Income,48,40,46,46,371,59,59,61,83,334,79,80
Interest,59,53,52,50,52,52,54,55,56,56,55,57
Depreciation,111,114,120,117,125,134,142,143,145,150,167,163
Profit before tax,232,605,535,328,696,834,720,440,453,1203,830,533
Tax %,31,28,26,29,18,26,25,27,30,22,25,27
Net Profit,179,477,438,260,583,633,563,329,318,954,645,391
EPS in Rs,1.18,3.18,2.93,1.75,3.9,4.09,3.67,2.08,2,6.35,4.21,2.51
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,4104,4512,4463,1575,3056,5810,6769,8335,9689,9987,,
Expenses,3432,3682,3496,1937,2651,4005,4609,5565,6493,6696,,
Operating Profit,671,830,968,-362,405,1805,2160,2769,3196,3291,,
OPM %,16,18,22,-23,13,31,32,33,33,33,,
Other Income,83,90,173,325,171,142,181,535,557,577,,
Interest,269,190,341,403,428,236,220,208,221,224,,
Depreciation,301,328,404,410,406,416,454,518,605,625,,
Profit before tax,184,402,396,-850,-258,1295,1666,2578,2926,3019,,
Tax %,66,39,11,-18,-14,25,28,24,25,—,,
Net Profit,104,296,364,-796,-265,1053,1330,2038,2247,2309,,
EPS in Rs,0.76,2.17,2.68,-5.45,-1.74,7.06,8.85,13.4,14.64,15.07,,
Dividend Payout %,47,21,17,-7,-23,14,20,17,22,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,99,119,119,119,119,142,142,142,142,142,,
Reserves,2419,4062,4229,4238,3530,6920,7840,9314,11018,12910,,
Borrowings,3383,2427,2326,4501,5518,3888,3139,2736,3084,2837,,
Other Liabilities,2698,2706,2840,2584,2268,2052,2391,2541,3371,4332,,
Total Liabilities,8599,9314,9514,11442,11435,13002,13512,14733,17616,20221,,
Fixed Assets,5815,6163,6422,8059,8438,8415,8819,9311,10918,12210,,
CWIP,223,197,116,244,165,194,332,256,633,787,,
Investments,1244,1511,1335,1427,1483,1967,1891,2261,2279,3606,,
Other Assets,1317,1443,1641,1712,1349,2426,2470,2905,3786,3617,,
Total Assets,8599,9314,9514,11442,11435,13002,13512,14733,17616,20221,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,535,492,711,823,-319,672,1619,1935,2194,2471,,
Cash from Investing Activity,848,-521,-387,-497,-118,-1641,-138,-1208,-1869,-1346,,
Cash from Financing Activity,-1381,96,-343,-265,280,1659,-1528,-985,-547,-976,,
Net Cash Flow,1,67,-19,62,-157,689,-47,-257,-222,149,,
Free Cash Flow,954,-13,251,511,-506,387,1191,1302,1133,1444,,
CFO/OP,102,95,110,106,95,152,104,104,100,98,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,25,29,26,24,51,30,28,26,28,27,,
Inventory Days,81,83,73,92,236,143,84,82,64,57,,
Days Payable,294,330,294,383,807,550,368,364,273,276,,
Cash Conversion Cycle,-189,-217,-195,-268,-520,-376,-256,-257,-180,-191,,
Working Capital Days,-114,-69,-112,-99,-555,-165,-84,-61,-40,-37,,
ROCE %,5,6,8,7,-6,1,13,15,17,17,,
