Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-29.97%,55.2%,11.42%
,ebitda margin growth,-12.3%,7.95%,27.15%,46.8%
,net income growth,-14.65%,11.69%,18%,15%
,revenue growth,-4.75%,1.85%,6%,5%
,roce,-13.46%,-3.3%,37.51%,44.28%
,roe,-14.64%,-3.89%,42.14%,219.51%
