Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-106.12%,-188.3%,-658.23%
,ebitda margin growth,12.6%,54.19%,-28.66%,-12.51%
,net income growth,20.76%,-651.17%,5%,24%
,revenue growth,10.21%,60.93%,46%,24%
,roce,12.47%,17.61%,-62.22%,9.19%
,roe,20.77%,-536.67%,8.09%,6.5%
