Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,496,744,472,593,600,857,587,622,650,1029,590,651
Expenses,433,633,399,511,526,717,500,552,566,857,545,617
Operating Profit,63,110,73,82,74,140,87,69,84,173,45,34
OPM %,13,15,16,14,12,16,15,11,13,17,8,5
Other Income,-2,2,3,3,9,25,6,4,4,-20,15,7
Interest,12,12,32,13,12,11,13,11,11,14,15,15
Depreciation,6,6,6,6,6,7,6,7,7,8,10,9
Profit before tax,43,94,38,65,65,147,73,56,70,130,35,17
Tax %,0,3,91,26,16,25,25,26,25,26,38,27
Net Profit,43,91,3,48,54,111,55,41,52,97,22,12
EPS in Rs,1.79,3.8,0.14,2.03,2.27,4.62,2.28,1.72,2.19,4.06,0.92,0.52
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,1314,1390,1384,1297,1530,1777,2207,2637,2891,2920,,
Expenses,1333,1360,1357,1233,1444,1609,1911,2253,2520,2585,,
Operating Profit,-19,30,27,64,86,168,296,383,371,336,,
OPM %,-1.4,2.2,1.9,4.9,6,9,13,15,13,11,,
Other Income,25,15,13,6,7,27,5,42,4,6,,
Interest,44,44,48,48,48,53,69,49,51,55,,
Depreciation,27,26,22,22,17,19,22,25,32,34,,
Profit before tax,-65,-24,-30,-1,28,124,210,350,292,253,,
Tax %,0,0,0,0,0,0,18,24,27,—,,
Net Profit,-65,-24,-30,-1,28,124,172,268,213,184,,
EPS in Rs,-2.7,-1.02,-1.24,-0.04,1.16,5.17,7.19,11.2,8.89,7.69,,
Dividend Payout %,0,0,0,0,0,0,0,0,0,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,48,48,48,48,48,48,48,48,48,48,,
Reserves,67,-80,-109,-131,-129,-96,19,164,430,642,,
Borrowings,480,493,538,574,629,590,618,575,606,633,,
Other Liabilities,680,824,671,628,601,628,671,794,849,1021,,
Total Liabilities,1274,1284,1148,1119,1149,1170,1356,1582,1933,2344,,
Fixed Assets,347,354,308,314,300,309,320,401,419,462,,
CWIP,16,5,6,3,8,5,14,32,86,102,,
Investments,0,0,0,0,0,0,0,0,0,0,,
Other Assets,911,926,834,802,842,856,1022,1148,1427,1780,,
Total Assets,1274,1284,1148,1119,1149,1170,1356,1582,1933,2344,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,-135,156,-52,4,8,120,88,189,308,224,,
Cash from Investing Activity,-31,-16,17,-12,-9,-25,-41,-57,-63,-90,,
Cash from Financing Activity,185,-110,2,2,11,-82,-64,-105,-33,-35,,
Net Cash Flow,20,30,-33,-5,10,13,-17,28,211,99,,
Free Cash Flow,-165,139,-34,-9,-2,95,50,132,245,120,,
CFO/OP,107,-839,-159,34,14,142,54,70,105,85,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,138,110,109,111,120,108,112,108,92,103,,
Inventory Days,92,106,88,81,90,76,90,78,76,84,,
Days Payable,204,251,172,166,174,155,146,121,112,126,,
Cash Conversion Cycle,26,-35,25,27,36,30,56,65,56,61,,
Working Capital Days,-45,-90,-60,1,0,8,31,47,42,44,,
ROCE %,-25,-4,10,3,12,14,26,38,41,30,,
