Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,219.4%,586.4%,675.55%
,ebitda margin growth,-22.41%,15.92%,296.63%,38.35%
,net income growth,-21.97%,137.77%,108%,49%
,revenue growth,-18.73%,100.93%,65%,43%
,roce,-23.27%,61.92%,748.7%,17.18%
,roe,-21.96%,57.3%,27.5%,361.96%
