Item,Indicator,Value,Signal
,SMA (10),797.72,Sell
,EMA (10),798.29,Sell
,SMA (20),806.03,Sell
,EMA (20),796.61,Sell
,SMA (50),763.21,Buy
,EMA (50),759.59,Buy
,SMA (100),681,Buy
,EMA (100),699.26,Buy
,SMA (200),592.51,Buy
,EMA (200),629.22,Buy
,Indicator,Value,Signal
,---,---,---
,RSI (14),49.14,Neutral
,"MACD (12,26,9)",7.45,Sell
,"Stochastic (14,3,3)",46.09,Neutral
,ADX (14),36.21,Buy
,Williams %R (14),-71.48,Neutral
,ATR (14),20.81,Neutral
,ROC (12),-0.88,Sell
,Stoch RSI (14),3.32,Buy
,"UO (7,14,28)",55.11,Neutral
