Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-17.24%,-11.67%,76.59%
,ebitda margin growth,-28.32%,-13.77%,-23.05%,-8.28%
,net income growth,-39.26%,-5.18%,-6%,0%
,revenue growth,13.1%,7.39%,9%,14%
,roce,-38.82%,-14.19%,-18.75%,15.85%
,roe,-39.25%,-13.46%,12.53%,-1.78%
