Item,Date,Document
,2026-09-04,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=24c2e996-2a16-4591-ada6-8d27582eed70.pdf)
,2026-09-02,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=201ccf18-7f4a-4f4a-b6e4-d59ec5925c7e.pdf)
,2026-09-02,[Intimation Of Notice Along With The Annual Report Of 39Th Annual General Meeting (AGM) Of The Company For The Financial Year 2025-26](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6042e53f-3cab-44d5-9d5e-ebb4600ed09a.pdf)
,2026-09-02,[Business Responsibility and Sustainability Reporting (BRSR)](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6d1a1184-2cdc-47ad-8521-f539b5db95c9.pdf)
,2026-09-01,[Board Comments On Fine Levied By The Exchanges](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8e92777a-4a56-403f-b1d8-d47ecb7cded5.pdf)
,2026-08-27,[Intimation Regarding Imposition Of Fines By Stock Exchanges.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=38313a3b-070a-412c-b66b-ccf2325825b7.pdf)
,2026-08-22,[Record Date For The Payment Of The Final Dividend For The Financial Year 2025- 26 Is Friday September 11 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=67612654-f5ad-44fe-9c0a-ea78430a2876.pdf)
,2026-08-22,[Announcement under Regulation 30 (LODR)-Change in Management](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fb4ccedb-f04e-4437-a689-5f6eac7efd82.pdf)
,2026-08-19,[Announcement under Regulation 30 (LODR)-Change in Directorate](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=99bb62b0-f128-4ea0-a43a-aef2dba9a921.pdf)
,2026-08-13,[Comments Of C&AG On Audited Financial Statements(Standalone & Consolidated) For FY 2025-26](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8b933a80-bfdd-47fa-ac59-bd6af96ca00a.pdf)
,Date,Document
,---,---
,2026-08-03,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=82257fd0-5641-4eb1-9249-22d0cc06a0f5.pdf)
,2026-05-29,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=629415a1-5e25-4e6b-8a13-c1a344f3230b.pdf)
,2026-01-09,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=af3f5dd6-1a41-48d8-89b2-1ba5ca78ee26.pdf)
,2025-11-03,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aa3ffee7-599f-4c98-b0eb-22286f6f8a98.pdf)
,2025-10-14,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7bb99b88-e421-4ec0-b0ae-61a367483d02.pdf)
,2025-01-09,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4bb830dc-b9a7-4875-a3ea-59456a505ba8.pdf)
,2024-10-10,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0f3df06d-55d4-4db4-b9ce-a8e63e92306f.pdf)
,2024-07-12,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=68de9788-f6f7-4886-97c0-d6ef683b927a.pdf)
,Date,Document
,---,---
,2026-05-29,[Standalone & Consolidated Financial Results Of The Company For The Quarter And Year Ended March 31 2026.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bd5b4fe5-a2e9-450a-862a-9aecab8f127e.pdf)
,2025-01-09,[Results Financial Results For The Quarter And Nine Months Ended 31.12.2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e30124eb-8d49-47f7-8360-7e871c2f51db.pdf)
,2024-10-10,"[Board Meeting Outcome for Outcome Of The Board Meeting Held On October 10, 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=962fff71-d83f-479e-b8bf-1a42fd2c5357.pdf)"
,2024-10-10,[Financial Results For The Quarter And Half Year Ended 30.09.2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=90a9edd6-a46f-47cd-85ea-dd3f33a85478.pdf)
,2024-07-12,[Results For Quarter Ended 30 June 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6fc47912-66ea-401d-bb61-40813e757c8e.pdf)
,2024-04-19,[Financial Results For The Quarter And Year Ended 31032024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c0748373-5ad1-452a-bd61-d7334fafaa3a.pdf)
,2024-01-20,"[Board Meeting Outcome for Outcome Of The Board Meeting Held On January 20, 2024 For Considering The Audited Financial Results Of The Company For The Quarter & Nine Months Ended On December 31, 2023](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=11273ad1-0a5a-4e78-aa9c-5ab41802e00a.pdf)"
,2024-01-20,[Financial Results For Quarter And Nine Months Ended 31/12/2023](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a5520390-eba8-495d-9b3c-64d08beecd5f.pdf)
,2024-01-20,[Result Presentation For 31/12/2023](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=64046878-5bd9-4045-849b-c21d0a55b56b.pdf)
,Date,Document
,---,---
,Oct 2025,[Concall - Oct 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/7bb99b88-e421-4ec0-b0ae-61a367483d02.pdf)
,Oct 2024,[Concall - Oct 2024](https://www.bseindia.com/xml-data/corpfiling/AttachHis/0f3df06d-55d4-4db4-b9ce-a8e63e92306f.pdf)
,Nov 2025,[Concall - Nov 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/aa3ffee7-599f-4c98-b0eb-22286f6f8a98.pdf)
,May 2026,[Concall - May 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/629415a1-5e25-4e6b-8a13-c1a344f3230b.pdf)
,May 2026,[Concall - May 2026](https://www.bseindia.com/xml-data/corpfiling/AttachLive/629415a1-5e25-4e6b-8a13-c1a344f3230b.pdf)
,Jul 2025,[Concall - Jul 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bb7b7367-bc95-40e9-8e63-84d2f035546f.pdf)
,Jul 2025,[Concall - Jul 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=39dd087d-3e4f-4544-b140-380b9dba6118.pdf)
,Jul 2025,[Concall - Jul 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/bb7b7367-bc95-40e9-8e63-84d2f035546f.pdf)
,Jul 2025,[Concall - Jul 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/39dd087d-3e4f-4544-b140-380b9dba6118.pdf)
,Jul 2024,[Concall - Jul 2024](https://www.bseindia.com/xml-data/corpfiling/AttachHis/68de9788-f6f7-4886-97c0-d6ef683b927a.pdf)
,Date,Document
,---,---
,9h - Special resolution to raise capital via equity issuance passed on 14-Mar-2026.,"[Shareholder Meeting / Postal Ballot-Scrutinizer""s Report 9h - Special resolution to raise capital via equity issuance passed on 14-Mar-2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/396c497b-dbfe-4830-991a-4ce495487cda.pdf)"
,"9 Apr - IREDA filed Regulation 74(5) certificates for quarter ended March 31, 2026; no equity or bond requests.","[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018 9 Apr - IREDA filed Regulation 74(5) certificates for quarter ended March 31, 2026; no equity or bond requests.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/e1b80bd0-d85e-4584-b573-140e3496eb8d.pdf)"
,8h - Board authorized CMD/CFO for materiality; CS/ED(F&A) to make stock exchange disclosures; contact details provided.,"[Disclosure Under Regulation 30(5) Of The SEBI (LODR) Regulations, 2015 8h - Board authorized CMD/CFO for materiality; CS/ED(F&A) to make stock exchange disclosures; contact details provided.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/b2c6a89e-a730-487a-8598-7e286583e94e.pdf)"
,"8h - Board approved FY2025-26 borrowing increase to ₹35,800 crore; FY2026-27 borrowing programme up to ₹40,000 crore.","[Board Meeting Outcome for Outcome Of The Board Meeting Held On 19.03.2026 8h - Board approved FY2025-26 borrowing increase to ₹35,800 crore; FY2026-27 borrowing programme up to ₹40,000 crore.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/c7ea8834-a09e-4615-b879-7e61c4991936.pdf)"
,"6 Mar - Two independent directors (Rohini Rawat, Ram Nihal Nishad) ceased on March 06, 2026 after tenure completion.","[Announcement under Regulation 30 (LODR)-Change in Management 6 Mar - Two independent directors (Rohini Rawat, Ram Nihal Nishad) ceased on March 06, 2026 after tenure completion.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/f94ac72d-0247-4f5e-bc9d-f9515dd0fc73.pdf)"
,"6 Feb - Board approved QIP to raise up to ₹2,994 Crore; shareholder postal ballot cut-off Feb 6, 2026.","[Board Meeting Outcome for Outcome Of The Meeting Of Board Of The Company Held On February 06, 2026 6 Feb - Board approved QIP to raise up to ₹2,994 Crore; shareholder postal ballot cut-off Feb 6, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/6d81cdba-d56d-4d7d-805d-5928097a7cbb.pdf)"
,"31 Mar - Provisional FY2026: Loans sanctioned ₹51,883cr; disbursements ₹34,946cr; loan book ₹93,075cr.","[IREDA - Business Performance For The Year Ended March 31, 2026 (Provisional) 31 Mar - Provisional FY2026: Loans sanctioned ₹51,883cr; disbursements ₹34,946cr; loan book ₹93,075cr.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/810568a1-0e82-4a11-ab57-eced6140370e.pdf)"
,"31 Mar - IGGEFIL assigned 'BBB+/Stable' long-term foreign-currency rating on March 31, 2026.","[Announcement under Regulation 30 (LODR)-Press Release / Media Release 31 Mar - IGGEFIL assigned 'BBB+/Stable' long-term foreign-currency rating on March 31, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/19ccdd1e-3428-48cc-9a0c-ce43f713e5c2.pdf)"
,"30 Mar - IREDA signed JPY28 billion ECB facility (incl. JPY12bn green shoe) with SMBC on March 30, 2026, unsecured, five-year.","[Announcement under Regulation 30 (LODR)-Memorandum of Understanding /Agreements 30 Mar - IREDA signed JPY28 billion ECB facility (incl. JPY12bn green shoe) with SMBC on March 30, 2026, unsecured, five-year.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/576786fa-50aa-4366-bbfe-ea0330a40def.pdf)"
,"28 Mar - Two independent directors ceased (Shabdsharan N. Brahmbhatt, Dr. Jaganath C.M. Jodidhar) w.e.f. March 28, 2026.","[Announcement under Regulation 30 (LODR)-Change in Directorate 28 Mar - Two independent directors ceased (Shabdsharan N. Brahmbhatt, Dr. Jaganath C.M. Jodidhar) w.e.f. March 28, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/6d31834d-9763-44de-973c-4329ea59c727.pdf)"
,Date,Document
,---,---
,from nse,[Annual Report 2026 from nse](https://archives.nseindia.com/annual_reports/AR_31096_IREDA_2025_2026_A_15173254_02092026153927.pdf)
,from nse,[Annual Report 2025 from nse](https://archives.nseindia.com/annual_reports/AR_26910_IREDA_2024_2025_A_14072025181523.pdf)
,from nse,[Annual Report 2024 from nse](https://archives.nseindia.com/annual_reports/AR_24062_IREDA_2023_2024_31052024172229.pdf)
