Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-11.87%,-15.27%,34.77%
,ebitda margin growth,-2.68%,-4.63%,7%,-2.47%
,net income growth,-4.69%,0.36%,5%,4%
,revenue growth,1.45%,3.79%,1%,8%
,roce,-4.57%,-2.41%,4.26%,18.68%
,roe,-4.69%,-6.12%,15.31%,-19.67%
