Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,695.23%,272.65%,601.45%
,ebitda margin growth,-20.79%,49.14%,966.87%,20.85%
,net income growth,-67%,-177.32%,36%,32%
,revenue growth,2.07%,22.35%,19%,32%
,roce,-40.79%,-336.6%,-142.09%,-2.97%
,roe,-67.03%,-146.02%,-3.96%,-261.86%
