Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,8.22%,8.2%,8.22%,8.31%,8.29%,8.23%,8.18%,8.17%,8.16%,8.15%,8.14%,7.87%
FIIs,53%,54.68%,53.84%,53.43%,51.78%,47.32%,43.94%,43.81%,41.89%,42.57%,42.05%,43%
DIIs,29.02%,26.06%,30.13%,31.63%,33.21%,37.48%,40.88%,41.21%,42.88%,42.65%,43.36%,42.69%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,5.58%,5.39%,5.13%,5.12%,5.19%,5.39%,5.45%,5.22%,5.51%,5.21%,5.12%,4.96%
Others,4.18%,5.67%,2.68%,1.52%,1.53%,1.58%,1.55%,1.6%,1.56%,1.41%,1.33%,1.48%
No. of Shareholders,785601,785502,786166,769651,828629,899949,935453,885725,918780,863758,854844,836818
