Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,23.7%,3.83%,196.06%
,ebitda margin growth,46.76%,4.56%,12.01%,34.57%
,net income growth,51.23%,17.87%,25%,17%
,revenue growth,27.74%,11.05%,7%,15%
,roce,52.47%,6.27%,9.04%,25.25%
,roe,51.25%,6.22%,21.23%,22.32%
