Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-18.64%,-521.36%,-414.5%
,ebitda margin growth,14.23%,-2.9%,7.91%,12.63%
,net income growth,14.48%,19.79%,23%,27%
,revenue growth,8.84%,21.52%,30%,22%
,roce,15.28%,-10.05%,-12.41%,15.23%
,roe,14.47%,-13.92%,16.68%,-35.27%
