Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-95.74%,-724.39%,-283.49%
,ebitda margin growth,-12.6%,6.2%,111.21%,-13.6%
,net income growth,-8.13%,210.22%,-56%,15%
,revenue growth,-22.4%,13.38%,21%,6%
,roce,-0.07%,4.17%,—,0.57%
,roe,-8.13%,198.32%,-2.04%,119.75%
