Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,18660,16875,17671,17344,17260,16648,17940,16413,17461,17973,18916,16335
Expenses,16220,14701,15149,15004,15055,14772,15408,14228,15032,15955,16950,14823
Operating Profit,2440,2173,2522,2340,2205,1876,2533,2185,2429,2018,1966,1512
OPM %,13,13,14,13,13,11,14,13,14,11,10,9
Other Income,383,369,333,224,192,244,210,215,231,244,259,274
Interest,35,49,37,32,29,30,36,25,17,27,38,27
Depreciation,557,534,558,529,519,527,530,528,518,569,584,557
Profit before tax,2232,1960,2260,2003,1850,1563,2175,1847,2126,1666,1604,1202
Tax %,27,27,26,26,26,26,26,26,26,26,22,26
Net Profit,1628,1425,1677,1490,1375,1161,1614,1369,1572,1234,1256,889
EPS in Rs,—,—,—,18.33,16.93,14.29,19.87,16.85,19.35,15.19,15.45,10.94
Item,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,,,,
---,---,---,---,---,---,---,---,,,,,
Sales,40972,47378,60308,69829,69193,70763,70685,,,,,
Expenses,36724,41887,52753,60750,60277,62202,62760,,,,,
Operating Profit,4249,5491,7554,9079,8915,8561,7925,,,,,
OPM %,10,12,13,13,13,12,11,,,,,
Other Income,430,582,1124,1527,908,986,1009,,,,,
Interest,165,132,142,158,127,106,109,,,,,
Depreciation,1973,2170,2190,2208,2105,2198,2227,,,,,
Profit before tax,2540,3772,6346,8240,7591,7243,6598,,,,,
Tax %,26,23,26,26,26,25,—,,,,,
Net Profit,1881,2902,4709,6060,5640,5432,4951,,,,,
EPS in Rs,—,—,—,—,69.41,66.85,60.93,,,,,
Dividend Payout %,72,51,99,18,30,31,—,,,,,
Item,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,,
---,---,---,---,---,---,---,,,,,,
Equity Capital,813,813,813,813,813,813,,,,,,
Reserves,14499,16044,19242,9853,15484,19202,,,,,,
Borrowings,1354,1178,1189,833,850,1098,,,,,,
Other Liabilities,10065,10324,13329,14850,12951,13292,,,,,,
Total Liabilities,26731,28358,34573,26349,30097,34404,,,,,,
Fixed Assets,7288,6671,6150,7614,7105,13070,,,,,,
CWIP,818,529,1337,653,4718,725,,,,,,
Investments,0,0,0,0,0,7,,,,,,
Other Assets,18625,21158,27086,18082,18274,20602,,,,,,
Total Assets,26731,28358,34573,26349,30097,34404,,,,,,
Item,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,,
---,---,---,---,---,---,---,,,,,,
Cash from Operating Activity,5423,5138,6564,9252,4345,7321,,,,,,
Cash from Investing Activity,-2224,-910,-1383,-10090,-410,-1864,,,,,,
Cash from Financing Activity,143,-1662,-1579,-15930,-63,-1591,,,,,,
Net Cash Flow,3342,2566,3602,-16768,3872,3866,,,,,,
Free Cash Flow,2844,3885,4315,6020,-948,3070,,,,,,
CFO/OP,149,108,115,127,71,103,,,,,,
Item,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,,
---,---,---,---,---,---,---,,,,,,
Debtor Days,22,17,18,13,13,11,,,,,,
Inventory Days,30,29,28,23,25,26,,,,,,
Days Payable,71,55,60,53,52,52,,,,,,
Cash Conversion Cycle,-19,-9,-15,-16,-14,-15,,,,,,
Working Capital Days,-29,-25,-27,-31,-20,-20,,,,,,
ROCE %,—,23,33,51,54,38,,,,,,
