Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,11.68%,-1.68%,-140.36%
,ebitda margin growth,6.52%,-1.34%,0.23%,4.71%
,net income growth,7.03%,41.43%,33%,40%
,revenue growth,6.95%,24.92%,34%,31%
,roce,—,-0.5%,5.03%,9.49%
,roe,—,-18.15%,13.99%,4.82%
