Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,41.94%,41.94%,41.94%,41.94%,41.94%,41.94%,41.94%,40.28%,40.28%,40.28%,40.28%,40.28%
FIIs,26.14%,27.75%,23.24%,20.39%,21%,21.26%,20.55%,21.05%,20.1%,18.58%,17.29%,13.32%
DIIs,20.09%,20.1%,25.85%,29.69%,30.19%,30.18%,31.03%,32.31%,33.05%,34.78%,36.38%,39.59%
Government,0%,0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0%
Public,7.36%,6.23%,6.47%,5.58%,4.54%,4.39%,4.19%,4.13%,4.3%,4.33%,4.26%,5.06%
Others,4.47%,3.98%,2.3%,2.21%,2.14%,2.03%,2.09%,2.04%,2.07%,1.83%,1.6%,1.75%
No. of Shareholders,538502,478915,478589,439120,376141,363143,352536,338569,335705,333281,329084,346691
