Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,12.34%,14.75%,77.51%
,ebitda margin growth,-6.3%,5.25%,8.9%,0.48%
,net income growth,-6.09%,16.55%,18%,18%
,revenue growth,4.41%,14.68%,13%,16%
,roce,-5.64%,-6.97%,-4.56%,25.13%
,roe,-6.09%,-1.14%,21.71%,9.66%
