Item,Indicator,Value,Signal
,SMA (10),384.63,Sell
,EMA (10),385.17,Sell
,SMA (20),392.78,Sell
,EMA (20),392.4,Sell
,SMA (50),418.59,Sell
,EMA (50),411.87,Sell
,SMA (100),440.16,Sell
,EMA (100),427.3,Sell
,SMA (200),437.92,Sell
,EMA (200),433.34,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),23.72,Buy
,"MACD (12,26,9)",-10.3,Buy
,"Stochastic (14,3,3)",7.11,Buy
,ADX (14),45.65,Buy
,Williams %R (14),-86.64,Buy
,ATR (14),7.47,Neutral
,ROC (12),-4.37,Sell
,Stoch RSI (14),0,Buy
,"UO (7,14,28)",31.54,Neutral
