Item,Indicator,Value,Signal
,SMA (10),356.6,Sell
,EMA (10),355.78,Sell
,SMA (20),363.53,Sell
,EMA (20),363.11,Sell
,SMA (50),380.07,Sell
,EMA (50),374.61,Sell
,SMA (100),386.75,Sell
,EMA (100),382.88,Sell
,SMA (200),401.45,Sell
,EMA (200),383.68,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),27.74,Buy
,"MACD (12,26,9)",-9,Sell
,"Stochastic (14,3,3)",6.5,Buy
,ADX (14),31.06,Buy
,Williams %R (14),-88.23,Buy
,ATR (14),7.79,Neutral
,ROC (12),-6.71,Sell
,Stoch RSI (14),0,Buy
,"UO (7,14,28)",39.03,Neutral
