Item,Indicator,Value,Signal
,SMA (10),17469.3,Buy
,EMA (10),17430.34,Buy
,SMA (20),17257.9,Buy
,EMA (20),17150.36,Buy
,SMA (50),15733.28,Buy
,EMA (50),16148.28,Buy
,SMA (100),14705.89,Buy
,EMA (100),14768.64,Buy
,SMA (200),11984.4,Buy
,EMA (200),12821.9,Buy
,Indicator,Value,Signal
,---,---,---
,RSI (14),57.03,Neutral
,"MACD (12,26,9)",450.28,Sell
,"Stochastic (14,3,3)",56.99,Neutral
,ADX (14),40.45,Buy
,Williams %R (14),-38.73,Neutral
,ATR (14),680.66,High Volatility
,ROC (12),2.56,Buy
,Stoch RSI (14),26.61,Neutral
,"UO (7,14,28)",58.37,Neutral
