Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,16.47%,40.72%,—
,ebitda margin growth,-29.75%,-9.22%,-8.54%,32.11%
,net income growth,-50.77%,28.45%,29%,31%
,revenue growth,-17.33%,11.2%,18%,42%
,roce,-35.96%,17.58%,26.68%,7.22%
,roe,-50.76%,15.66%,11.76%,-211.85%
