Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,153.75%,51.4%,128.4%
,ebitda margin growth,-251.82%,73.54%,20.29%,105.83%
,net income growth,-302.21%,167.93%,66%,11%
,revenue growth,20.9%,1.8%,0%,14%
,roce,-300.27%,87.42%,-1.55%,12.65%
,roe,-302.21%,109.04%,24.94%,56.24%
