Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,4218,4340,5592,4698,5498,5226,6986,5906,6477,7636,8864,8210
Expenses,3609,3771,4830,4115,4867,4506,5960,5048,5456,6670,7703,7074
Operating Profit,609,570,762,583,632,720,1025,858,1021,966,1161,1136
OPM %,14,13,14,12,11,14,15,15,16,13,13,14
Other Income,35,71,54,58,76,25,48,80,45,50,60,105
Interest,27,32,24,41,45,50,33,51,48,69,75,80
Depreciation,60,62,66,67,72,79,80,86,97,106,98,103
Profit before tax,557,546,725,533,590,617,961,801,921,842,1049,1058
Tax %,23,24,24,25,25,25,24,25,25,25,25,25
Net Profit,430,417,553,402,445,464,734,600,693,630,786,797
EPS in Rs,28.37,27.49,36.34,26.34,29.24,30.42,48.31,39.34,45.54,41.3,51.33,52.07
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,6770,7986,8830,8792,12204,14108,18039,22408,28884,31188,,
Expenses,6041,7035,7701,7681,10940,12265,15548,19445,24870,26903,,
Operating Profit,729,950,1129,1111,1264,1843,2492,2964,4013,4284,,
OPM %,11,12,13,13,10,13,14,13,14,14,,
Other Income,65,64,91,164,161,133,221,204,229,261,,
Interest,94,117,50,43,35,60,108,169,243,272,,
Depreciation,133,141,161,176,202,209,245,298,386,403,,
Profit before tax,567,756,1010,1056,1188,1707,2359,2701,3613,3871,,
Tax %,37,34,24,16,23,25,24,24,25,—,,
Net Profit,359,500,766,886,917,1282,1803,2046,2708,2905,,
EPS in Rs,25.35,35.39,50.97,59.15,60.8,84.8,118.75,134.28,177.48,190.24,,
Dividend Payout %,0,8,14,17,23,24,25,26,26,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,141,141,141,149,149,149,150,150,150,151,,
Reserves,1853,2206,2706,3688,4605,5394,6481,8037,9675,11858,,
Borrowings,856,800,272,157,282,118,191,161,202,236,,
Other Liabilities,1729,1300,2509,1967,1978,1750,2602,3718,3721,8220,,
Total Liabilities,4579,4448,5628,5961,7015,7412,9424,12066,13749,20465,,
Fixed Assets,1128,1197,1276,1422,1870,1675,2067,2338,3011,3740,,
CWIP,165,136,193,241,99,375,251,578,708,1139,,
Investments,33,32,29,65,635,773,1350,1822,1749,3405,,
Other Assets,3253,3083,4130,4232,4411,4588,5756,7328,8280,12180,,
Total Assets,4579,4448,5628,5961,7015,7412,9424,12066,13749,20465,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,296,362,1230,244,1252,512,1428,1296,1809,3811,,
Cash from Investing Activity,-295,-188,-408,-262,-1012,-427,-1203,-752,-1239,-2850,,
Cash from Financing Activity,-10,-190,-651,11,-175,-201,-227,-387,-628,-799,,
Net Cash Flow,-8,-15,171,-7,66,-116,-2,157,-59,162,,
Free Cash Flow,18,179,949,-45,1061,-8,969,438,853,2340,,
CFO/OP,83,69,148,48,134,67,98,75,82,117,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,80,70,61,59,60,39,32,41,42,48,,
Inventory Days,134,—,128,116,113,86,104,105,86,99,,
Days Payable,120,—,97,82,77,48,72,82,64,108,,
Cash Conversion Cycle,94,70,91,94,96,77,65,65,64,39,,
Working Capital Days,96,57,45,71,67,67,58,59,54,30,,
ROCE %,16,22,28,29,23,21,27,31,30,33,,
