Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-52.73%,-52.07%,-10.45%
,ebitda margin growth,2.69%,0.3%,16.01%,19.92%
,net income growth,-1.03%,7.17%,6%,27%
,revenue growth,17.38%,-4.21%,4%,14%
,roce,4.46%,-11.53%,-17.84%,10.04%
,roe,-1.04%,-3.93%,11.05%,6.85%
