Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,85.21%,64.51%,115.63%
,ebitda margin growth,-11.67%,-26.51%,-23.92%,-30.28%
,net income growth,-688.64%,-457.74%,-31%,-186.68%
,revenue growth,-15.38%,-2.19%,8%,7%
,roce,-36.01%,-82.19%,-78.22%,4.62%
,roe,685.84%,-456.25%,-0.88%,-171.12%
