Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-38.99%,-0.88%,152.98%
,ebitda margin growth,173.28%,-58.35%,-44.31%,-71.06%
,net income growth,171.65%,-60.53%,95%,-21%
,revenue growth,-7.74%,-2.05%,0%,1%
,roce,-138.66%,-67.12%,-34.81%,6.71%
,roe,-171.65%,-61.24%,3.37%,-76.19%
