Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,95.12%,95.4%,-191.84%
,ebitda margin growth,0.43%,0.31%,-2.79%,8.94%
,net income growth,4.66%,10.19%,18%,17%
,revenue growth,-0.91%,8.38%,14%,10%
,roce,0.3%,3.23%,2.9%,9.16%
,roe,4.66%,-1.42%,19.59%,-0.51%
