Item,Indicator,Value,Signal
,SMA (10),1283.72,Sell
,EMA (10),1286.42,Sell
,SMA (20),1300.47,Sell
,EMA (20),1298.76,Sell
,SMA (50),1315.94,Sell
,EMA (50),1303.98,Sell
,SMA (100),1280.05,Sell
,EMA (100),1286.33,Sell
,SMA (200),1242.54,Buy
,EMA (200),1265.15,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),37.87,Neutral
,"MACD (12,26,9)",-13.56,Sell
,"Stochastic (14,3,3)",17.79,Buy
,ADX (14),19.06,Neutral
,Williams %R (14),-96.39,Buy
,ATR (14),42.65,High Volatility
,ROC (12),-2.66,Sell
,Stoch RSI (14),0,Buy
,"UO (7,14,28)",44.23,Neutral
