Item,Metric,QoQ,1Y,3Y,5Y
,ebitda margin growth,-1.84%,-0.97%,-2.85%,—
,net income growth,5.15%,58.79%,56%,—
,revenue growth,-12.24%,48.04%,46%,—
,roce,-1.84%,-31.6%,-33.23%,36.33%
,roe,5.12%,-26.11%,32.53%,—
