Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,96.5%,96.5%,96.5%,96.5%,96.5%,96.5%,96.5%,96.5%,96.5%,96.5%,96.5%,96.5%
FIIs,0.1%,0.06%,0.14%,0.19%,0.15%,0.07%,0.1%,0.11%,0.12%,0.2%,0.31%,0.44%
DIIs,0.85%,1%,0.86%,0.94%,1.17%,1.27%,1.28%,1.37%,1.36%,1.34%,1.28%,0.99%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,2.11%,1.97%,2.03%,1.93%,1.8%,1.81%,1.79%,1.68%,1.66%,1.63%,1.58%,1.72%
Others,0.45%,0.46%,0.46%,0.44%,0.38%,0.35%,0.34%,0.34%,0.36%,0.33%,0.33%,0.35%
No. of Shareholders,3134540,2936740,2716180,2563690,2398130,2375400,2371840,2277180,2227970,2155420,2111770,2151420
