Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,54.32%,315.64%,-50.08%
,ebitda margin growth,-31.47%,1.13%,32.98%,44.59%
,net income growth,-80.92%,26.85%,-1%,23%
,revenue growth,10.57%,11.25%,16%,-12%
,roce,-43.47%,-6.54%,75.27%,7.67%
,roe,-80.94%,-4.12%,7.38%,-34.08%
