Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,37.01%,102.42%,—
,ebitda margin growth,-8.3%,-2.04%,32.46%,200.44%
,net income growth,-20.81%,100.1%,100%,143%
,revenue growth,-6.44%,78.75%,58%,69%
,roce,-12.03%,-22.12%,-18.73%,24.76%
,roe,-20.81%,-34.6%,25.89%,60.59%
