Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-8.35%,72.86%,707.76%
,ebitda margin growth,11.61%,1.51%,3.97%,10.25%
,net income growth,23.88%,37.61%,14%,17%
,revenue growth,6.04%,10.51%,10%,16%
,roce,15.3%,28.53%,-7.93%,20.07%
,roe,23.88%,28.07%,17.96%,63.68%
