Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,108.69%,-3.75%,52.05%
,ebitda margin growth,-4.28%,-14.25%,-24.26%,-30.92%
,net income growth,-13.15%,3.19%,9%,10%
,revenue growth,2.3%,23.03%,18%,24%
,roce,—,-17.87%,-22.32%,41.94%
,roe,—,-18.95%,34.22%,-21.52%
