Item,Indicator,Value,Signal
,SMA (10),1445.8,Sell
,EMA (10),1450.38,Sell
,SMA (20),1448.98,Sell
,EMA (20),1455.75,Sell
,SMA (50),1477.15,Sell
,EMA (50),1453.19,Sell
,SMA (100),1413.41,Buy
,EMA (100),1416.78,Buy
,SMA (200),1327.21,Buy
,EMA (200),1380.93,Buy
,Indicator,Value,Signal
,---,---,---
,RSI (14),46.34,Neutral
,"MACD (12,26,9)",-7.45,Buy
,"Stochastic (14,3,3)",54.52,Neutral
,ADX (14),17.76,Neutral
,Williams %R (14),-54.6,Neutral
,ATR (14),37.14,Neutral
,ROC (12),-0.12,Sell
,Stoch RSI (14),61.71,Neutral
,"UO (7,14,28)",44.35,Neutral
