Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-26.18%,0.09%,-163.89%
,ebitda margin growth,8.89%,2.12%,-6.55%,1.99%
,net income growth,11.04%,33.81%,17%,34%
,revenue growth,8.12%,11.32%,32%,26%
,roce,8.91%,-5.83%,-2.95%,8.7%
,roe,11.04%,-2.81%,11.53%,-26.02%
