Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-23.78%,-65.18%,251.63%
,ebitda margin growth,393.21%,17.13%,-3.68%,-25.19%
,net income growth,207.47%,184.99%,-14%,46%
,revenue growth,11.84%,18.82%,1%,15%
,roce,-235.5%,102.9%,-4.42%,10.65%
,roe,-207.53%,166.92%,5.6%,-35.51%
