Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,17.93%,91.53%,143.88%
,ebitda margin growth,5.65%,0.98%,12.43%,0%
,net income growth,7.45%,19.11%,23%,28%
,revenue growth,3.55%,18.11%,24%,39%
,roce,6.33%,-4.61%,16.88%,16.14%
,roe,7.47%,-3.94%,12.44%,-31.59%
