Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,72.93%,72.9%,72.89%,72.82%,72.8%,72.75%,72.73%,72.66%,72.65%,72.63%,72.62%,72.59%
FIIs,6.47%,6.7%,9.36%,9.44%,9.59%,10.3%,11.13%,10.91%,10.81%,10.49%,10.79%,11.14%
DIIs,7.9%,7.99%,8.28%,8.25%,8.71%,8.21%,7.47%,7.77%,7.88%,8.38%,7.86%,5.22%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,7.85%,7.63%,7.32%,7.2%,6.78%,6.65%,6.55%,6.58%,6.43%,6.28%,6.6%,8.32%
Others,4.85%,4.78%,2.16%,2.29%,2.12%,2.09%,2.11%,2.06%,2.23%,2.22%,2.12%,2.73%
No. of Shareholders,2593090,2521360,2397650,2369090,2236750,2349010,2431180,2491210,2515450,2442660,2603140,3062050
