Item,Date,Document
,2026-09-04,[Announcement under Regulation 30 (LODR)-Credit Rating](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=52e65130-8522-4dee-9dad-a7bb40ec1a3b.pdf)
,2026-09-03,[Rumour verification - Regulation 30(11)](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4ebe13d0-ac14-4280-93e5-f628d93959a8.pdf)
,2026-08-15,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d049ac7b-4092-46fc-a8e5-2933de2b77c8.pdf)
,2026-08-13,[Board Meeting Outcome for Outcome Of Board Meeting Dated August 13 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4689aa9a-4367-4f21-9f2a-db28cb95ded5.pdf)
,2026-08-13,[Announcement under Regulation 30 (LODR)-Press Release / Media Release](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e876aa81-3523-46d6-b8a5-eebda39ea52f.pdf)
,2026-08-12,[Disclosures Of The Voting Results And ScrutiniserS Report Of The 31 St Annual General Meeting Of Solar Industries India Limited Held On Tuesday August 11 2026 Through Video Conferencing / Other Audio Visual Means (VC/OAVM).](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1e7a91c6-6cdc-4bbd-b941-d7bddbaea6e7.pdf)
,2026-08-11,[Shareholder Meeting / Postal Ballot-Outcome of AGM](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2b193773-33b5-48dc-9d4a-433beec39595.pdf)
,2026-08-06,[Board Meeting Intimation for The Meeting Of Board Of Directors.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d6015cf7-62b4-47e4-b073-3e8f4712a99e.pdf)
,2026-07-21,[Letter To The Shareholders - Annual Report FY 2025-26](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c2f4986e-0080-441f-8874-d4b5b3745341.pdf)
,2026-07-21,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1a1efd13-23d0-447b-91f0-b0137e012a56.pdf)
,Date,Document
,---,---
,9h - Annual and initial large corporate disclosures filed; company says it is not a large corporate.,[Format of the Annual Disclosure to be made by an entity identified as a LC - Annexure B2 9h - Annual and initial large corporate disclosures filed; company says it is not a large corporate.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/ed87fb34-41fe-4e3a-b3b7-97598751dd99.pdf)
,8 May - Conference call on 15 May 2026 at 4:30 pm IST for Q4 and FY2026 audited results.,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 8 May - Conference call on 15 May 2026 at 4:30 pm IST for Q4 and FY2026 audited results.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/d3f1ea6f-70c7-444c-adaa-efac39713de3.pdf)
,"8 May - Board to meet on May 15, 2026 to approve FY26 audited results and consider final dividend.","[Board Meeting Intimation for Meeting Of Board. 8 May - Board to meet on May 15, 2026 to approve FY26 audited results and consider final dividend.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/4a77cce9-fdb5-494b-8998-fdd8e0b76327.pdf)"
,"7 Apr - Certificate under Regulation 74(5) of SEBI Depository Regulation (Depositories and Participation) Regulation, 2018 for quarter ended Meach 31, 2026.","[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018 7 Apr - Certificate under Regulation 74(5) of SEBI Depository Regulation (Depositories and Participation) Regulation, 2018 for quarter ended Meach 31, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/0b48e307-f3be-46c7-abf9-09df859cf61f.pdf)"
,"6 May - Shri Kirit Ramesh Kamdar resigned as Additional Non-Executive Independent Director effective May 6, 2026.","[Announcement under Regulation 30 (LODR)-Resignation of Director 6 May - Shri Kirit Ramesh Kamdar resigned as Additional Non-Executive Independent Director effective May 6, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/e8707aba-766d-4ffd-bf2c-926b8919208a.pdf)"
,"31 Mar - Kirit Ramesh Kamdar appointed Independent (Non-Executive) Director for five years, effective April 1, 2026.","[Announcement under Regulation 30 (LODR)-Change in Management 31 Mar - Kirit Ramesh Kamdar appointed Independent (Non-Executive) Director for five years, effective April 1, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/ffb41ac0-ed79-49fc-9751-282459392324.pdf)"
,"26 Mar - Trading window closed from April 1, 2026 until 48 hours after audited FY2026 results post March 31, 2026.","[Closure of Trading Window 26 Mar - Trading window closed from April 1, 2026 until 48 hours after audited FY2026 results post March 31, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/f51286b4-83b5-4d97-8265-2c9588628997.pdf)"
,24 Apr - Newspaper clippings submitted for notice of equity shares transfer to IEPF.,[Submission Of Newspaper Clippings For The Notice Of Transfer Of Equity Shares Of The Company To Investor Education And Protection Fund (IEPF). 24 Apr - Newspaper clippings submitted for notice of equity shares transfer to IEPF.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/c9781fa7-e68c-44d2-9188-c59a5be4f2e9.pdf)
,"24 Apr - CRISIL reaffirmed Solar Industries' CRISIL AA+/Positive ratings on ₹1,479.5 crore loans and ₹35 crore debentures on April 24, 2026.","[Announcement under Regulation 30 (LODR)-Credit Rating 24 Apr - CRISIL reaffirmed Solar Industries' CRISIL AA+/Positive ratings on ₹1,479.5 crore loans and ₹35 crore debentures on April 24, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/8b319b85-7632-4858-838c-bba4eb8048be.pdf)"
,"23 Mar - Rs.100 crore commercial paper (INE343H14212) redeemed on March 23, 2026; payment made on due date.","[Intimation of Repayment of Commercial Paper (CP) 23 Mar - Rs.100 crore commercial paper (INE343H14212) redeemed on March 23, 2026; payment made on due date.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/1f400ee6-7b36-45b2-bed9-6d8ec757fa8c.pdf)"
,Date,Document
,---,---
,2026-08-13,[Unaudited Financial Results For The Quarter Ending On June 30 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0cbd3eb0-1cf5-4217-8d35-961dc91b28b6.pdf)
,2026-05-15,[Audited Financial Results (Standalone And Consolidated) Of The Company For The Quarter And Year Ended On March 31 2026.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a8bee741-7c8e-47fb-9526-620a15aea728.pdf)
,2026-02-03,[Outcome Of The Board Meeting Dated February 3 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0f3de2e2-82b2-4830-ab6d-df52adc4c101.pdf)
,2025-11-10,[Outcome Of The Board Meeting Dated November 10 2025.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=84c7a77e-330d-4eef-b4f7-e143a86625b8.pdf)
,2025-05-20,[Outcome Of The Board Meeting Dated 20 May 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ccc821c7-a2e3-41b6-8029-1acdaafddbca.pdf)
,2025-02-05,[Outcome Of The Board Meeting Dated February 5 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f910ec0b-a968-45ef-b763-484dd50073ec.pdf)
,2024-11-13,"[Outcome For The Board Meeting Dated November 13, 2024.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0737a2cd-b7c7-4df7-a9ea-a0fc27f846b9.pdf)"
,2024-08-06,"[Outcome Of The Board Meeting Dated August 6, 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=541a15ef-6f88-43d3-a4de-a6c37007f1d0.pdf)"
,2024-05-16,"[Outcome Of The Board Meeting Dated May 16, 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9292abe1-aa7a-4c2f-b131-4e2b3896d8f2.pdf)"
