Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,30221,31965,37727,34610,34223,35378,44267,40118,39900,44312,51101,48716
Expenses,24173,25073,29835,27927,28197,28575,35517,31296,32228,35442,40227,37565
Operating Profit,6048,6893,7892,6682,6026,6804,8750,8822,7671,8870,10874,11152
OPM %,20,22,21,19,18,19,20,22,19,20,21,23
Other Income,285,256,-48,247,403,382,485,376,406,65,143,318
Interest,2226,2433,2586,2795,3027,3270,3407,3551,3669,3909,4015,4298
Depreciation,1245,1244,1329,1443,1572,1608,1831,1810,1899,1975,2042,1988
Profit before tax,2862,3472,3928,2691,1830,2308,3996,3837,2510,3051,4960,5183
Tax %,29,25,31,23,46,25,26,28,40,27,26,26
Net Profit,2024,2603,2722,2066,983,1734,2973,2771,1498,2233,3684,3846
EPS in Rs,17.1,22.25,20.8,16.33,4.78,12.45,21.98,20.87,8.13,15.23,27.86,31.53
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,55894,77200,68252,76404,95701,117627,130978,148478,175431,184029,,
Expenses,44281,60560,57880,57769,75270,96038,103783,120216,139135,145462,,
Operating Profit,11612,16640,10373,18635,20431,21589,27195,28262,36296,38567,,
OPM %,21,22,15,24,21,18,21,19,21,21,,
Other Income,410,-1846,7076,1130,1648,3733,783,1517,1047,932,,
Interest,3663,6060,6890,5723,4776,6044,9277,12500,15144,15891,,
Depreciation,2724,3571,4004,4033,4161,4552,5001,6454,7726,7904,,
Profit before tax,5635,5163,6554,10009,13143,14727,13700,10825,14473,15704,,
Tax %,35,47,-1,30,15,25,28,28,29,—,,
Net Profit,3688,2745,6639,6987,11206,11078,9926,7756,10300,11261,,
EPS in Rs,39.43,24.91,64.9,63.3,110.96,100.33,85.42,54.46,72.98,82.75,,
Dividend Payout %,15,27,6,14,9,10,12,18,14,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,93,131,132,132,132,132,132,133,136,136,,
Reserves,31294,57230,57888,56501,65362,75567,78610,88520,97373,103334,,
Borrowings,9213,67070,84487,84777,79078,74744,103039,137155,186326,227853,,
Other Liabilities,22147,83467,98620,102772,122777,138706,155042,186309,216206,237811,,
Total Liabilities,62747,207899,241127,244181,267349,289149,336823,412116,500040,569134,,
Fixed Assets,34786,69257,87129,87736,85023,88996,94896,100494,141148,149452,,
CWIP,1297,2290,2766,3904,5769,6615,7778,18358,14765,16465,,
Investments,14200,65995,62747,66337,88017,96766,105355,129306,140496,154982,,
Other Assets,12464,70356,88484,86204,88540,96771,128793,163959,203632,248236,,
Total Assets,62747,207899,241127,244181,267349,289149,336823,412116,500040,569134,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,7288,-4140,-1659,16620,15075,7038,-12685,-10719,-17170,-17810,,
Cash from Investing Activity,-3509,1546,-2212,-11364,-7146,-1053,-13712,-23114,-23313,-17798,,
Cash from Financing Activity,-3799,3449,4158,-3418,-8003,-6733,26469,33908,42978,33523,,
Net Cash Flow,-20,856,287,1838,-75,-748,72,75,2495,-2085,,
Free Cash Flow,5495,-7186,-5667,11638,11525,-1467,-24610,-30042,-33688,-33130,,
CFO/OP,112,-21,1,177,91,49,-49,-30,-52,-42,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,30,34,32,31,21,21,18,19,23,23,,
Inventory Days,163,170,154,179,179,200,180,194,179,130,,
Days Payable,117,146,133,172,229,239,216,221,177,152,,
Cash Conversion Cycle,76,58,53,38,-29,-18,-17,-7,25,1,,
Working Capital Days,-19,-95,-47,-84,-103,-88,-75,-91,-105,-81,,
ROCE %,13,10,8,8,9,9,10,9,8,8,,
