Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,50.27%,—,306.89%
,ebitda margin growth,-0.9%,28.75%,53.3%,-263.06%
,net income growth,-19.77%,67.58%,89%,20%
,revenue growth,4.03%,22.28%,29%,26%
,roce,-0.8%,49.73%,131.86%,4.19%
,roe,-19.9%,49.04%,6.45%,-258.97%
