Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1471,1396,1490,1497,1619,1462,1463,1434,1520,1486,1595,1603
Expenses,989,927,958,988,1122,1007,964,981,1054,1044,1086,1120
Operating Profit,482,468,532,508,497,454,498,453,465,442,510,483
OPM %,33,34,36,34,31,31,34,32,31,30,32,30
Other Income,21,18,23,23,76,20,19,18,15,31,0,19
Interest,1,2,1,1,1,1,1,1,1,1,1,1
Depreciation,44,41,42,42,42,41,38,38,37,36,35,39
Profit before tax,458,443,511,489,530,433,478,432,442,436,474,462
Tax %,26,26,26,26,26,25,26,26,26,26,25,26
Net Profit,340,330,380,364,395,323,355,321,328,324,353,343
EPS in Rs,12.5,12.14,13.96,13.38,14.52,11.87,13.05,11.79,12.04,11.91,12.99,12.61
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,4188,4462,4525,4841,5100,5226,5680,6040,6035,6204,,
Expenses,3074,3226,3323,3331,3534,3679,3779,4082,4165,4304,,
Operating Profit,1114,1236,1202,1510,1566,1547,1901,1958,1870,1900,,
OPM %,27,28,27,31,31,30,33,32,31,31,,
Other Income,26,68,49,30,26,42,57,139,64,66,,
Interest,0,2,10,7,6,5,5,4,4,4,,
Depreciation,157,159,198,182,177,175,172,163,146,148,,
Profit before tax,983,1143,1043,1350,1409,1410,1781,1930,1784,1814,,
Tax %,32,32,22,23,23,26,26,26,26,—,,
Net Profit,673,776,816,1035,1078,1047,1324,1437,1325,1348,,
EPS in Rs,24.76,28.52,30.02,38.07,39.65,38.5,48.67,52.83,48.73,49.55,,
Dividend Payout %,97,81,93,100,101,101,119,97,119,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,27,27,27,27,27,27,27,27,27,27,,
Reserves,1247,1497,1420,1567,1139,1707,1689,1847,1637,1557,,
Borrowings,0,0,83,102,91,83,69,72,61,47,,
Other Liabilities,1037,1039,1097,908,1637,1084,1098,1250,1293,1777,,
Total Liabilities,2311,2564,2626,2604,2894,2902,2883,3197,3019,3408,,
Fixed Assets,1108,1146,1191,1123,1065,963,862,794,776,718,,
CWIP,167,159,199,190,145,122,114,110,38,27,,
Investments,31,31,31,19,19,0,0,0,0,0,,
Other Assets,1005,1228,1206,1272,1666,1817,1907,2292,2204,2663,,
Total Assets,2311,2564,2626,2604,2894,2902,2883,3197,3019,3408,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,688,694,983,930,784,1626,1176,1199,1394,1806,,
Cash from Investing Activity,-342,-207,-96,-19,71,-108,-8,79,56,374,,
Cash from Financing Activity,-341,-380,-815,-891,-956,-1091,-1087,-1195,-1671,-1422,,
Net Cash Flow,5,107,73,20,-101,427,82,83,-221,758,,
Free Cash Flow,367,485,879,869,727,1576,1107,1123,1323,1730,,
CFO/OP,105,93,113,104,76,127,101,88,100,121,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,12,18,17,11,9,16,11,11,14,13,,
Inventory Days,72,56,58,69,79,78,68,63,76,75,,
Days Payable,148,152,144,142,179,169,155,187,185,275,,
Cash Conversion Cycle,-63,-79,-68,-63,-91,-75,-76,-113,-95,-188,,
Working Capital Days,-39,-33,-36,-23,-84,-25,-32,-46,-37,-59,,
ROCE %,74,71,73,65,92,92,79,97,105,108,,
