Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,21.8%,108.17%,—
,ebitda margin growth,0.16%,2.02%,5.87%,-100.4%
,net income growth,-6.09%,52.09%,—,—
,revenue growth,-3.91%,17.02%,38%,—
,roce,0.12%,-5.89%,18.02%,5.38%
,roe,-6.04%,-48.57%,10.49%,-113.39%
